emp_no,first_name,last_name,salary,salary_from_dt,title
265984,Taegyun,Kenevan,81314,1987-08-26,Senior Staff
265985,Christ,Picaronny,45074,1987-03-26,Senior Staff
265990,Claudi,Brattka,44753,1985-12-24,Senior Engineer
265998,Guther,Heering,52973,1987-12-09,Senior Engineer
266000,Zhonghua,Brookman,42450,1987-11-30,Senior Staff
266004,Xinyu,Kaiserswerth,56504,1988-06-16,Senior Staff
266012,Satosi,Vieri,61570,1986-02-18,Senior Staff
265855,Mandell,Simmel,40000,1985-06-28,Senior Engineer
266017,Gift,Spelt,68777,1995-01-27,Senior Staff
266018,Masanao,Cools,40000,1991-08-13,Senior Engineer
266024,Shooichi,Nergos,65492,1988-10-11,Senior Engineer
266038,Bodh,Chinin,40000,1990-05-30,Senior Engineer
266044,Sibyl,Gunderson,44486,1986-07-21,Senior Staff
266048,Shaowen,Tetzlaff,60843,1996-01-14,Senior Engineer
266049,Odysseas,Delaune,67285,1995-05-15,Senior Staff
266053,Mario,Szilard,51062,1986-04-29,Senior Engineer
266054,Younwoo,Ratnakar,52127,1985-07-16,Senior Engineer
266075,Makato,Lovengreen,51023,1985-10-12,Senior Engineer
266079,Adil,Ghemri,40000,1986-02-08,Senior Engineer
266080,Mari,Maraist,40000,1996-05-03,Engineer
266082,Randi,Cichocki,40000,1987-10-12,Senior Engineer
266089,Arno,Ranum,40000,1995-10-10,Engineer
266100,Maria,Ritcey,49653,1985-03-13,Senior Staff
266114,Arvind,Marletta,55737,1995-08-12,Senior Engineer
266135,Shridhar,Apsitis,40000,1994-04-19,Senior Engineer
266142,Marco,Bernini,47114,1998-02-16,Engineer
266147,Lalit,Krichel,57640,1995-10-20,Staff
265857,Make,Conti,96997,1994-03-18,Engineer
266159,Navid,Uludag,47437,1986-02-18,Senior Engineer
266161,Gita,Mansanne,43100,1986-07-16,Senior Staff
265870,Zongyan,Lamba,69221,1994-05-25,Senior Staff
266170,Sungwon,Stellhorn,44723,1985-07-14,Senior Staff
266173,Arie,Cannane,40000,1992-08-15,Senior Staff
265872,Reuven,Alblas,40000,1986-02-04,Senior Engineer
266177,Marke,Weedon,40000,1987-03-06,Senior Engineer
266325,Boriana,Hemaspaandra,43327,1986-04-19,Senior Staff
266181,Hidefumi,Lodder,51469,1999-03-23,Staff
266185,Kazuhiro,Perl,48342,1993-07-15,Senior Staff
266190,Xiahua,Xiaoshan,40000,1991-11-02,Senior Engineer
266199,Goetz,Ferriere,64618,1988-04-11,Senior Engineer
266333,Moss,Oppitz,52343,1996-05-19,Senior Staff
266209,Hinrich,Erde,63507,1990-07-07,Senior Staff
266349,Foong,Stille,44242,1998-12-06,Assistant Engineer
266217,Wuxu,Takanami,40000,1998-10-25,Staff
266221,Sashi,Hofmeyr,40000,1987-01-24,Senior Engineer
266236,Guenter,Cherinka,40000,1998-05-11,Staff
266373,Utpal,Ramamoorthy,64454,1991-03-06,Senior Engineer
266238,Sachar,Weedon,58034,1988-04-17,Senior Staff
266242,Fusako,Berstel,40000,1987-07-05,Senior Staff
266243,Lech,Borovoy,71646,1985-07-04,Senior Staff
266255,Manu,Dehkordi,54543,1998-10-16,Engineer
266261,Guenter,Luon,66855,1992-01-22,Senior Staff
266377,Fumitaka,Ranon,40000,1989-03-26,Senior Engineer
266385,Hidde,Gill,40000,1989-03-07,Senior Engineer
266284,Zejun,Thiria,40398,1986-11-30,Senior Engineer
266287,Serif,Decaestecker,47440,1997-12-20,Staff
266389,Armond,Pauthner,61555,1988-05-18,Senior Staff
266390,Chiranjit,Spinelli,40000,1999-06-23,Senior Engineer
266399,Breannda,Rubsam,40000,1987-06-06,Senior Engineer
266315,Taisook,Boguraev,57252,1989-08-18,Senior Staff
266432,Roddy,Biron,40000,1988-01-24,Technique Leader
266467,Miquel,Tiemann,56020,1990-03-15,Senior Engineer
266471,Quingbo,Birke,70695,1998-03-23,Staff
266457,Yannis,Kobuchi,72634,1989-07-13,Senior Engineer
266476,Sastry,Rodiger,40000,1996-12-15,Staff
266487,Unal,Boyle,63251,1986-07-11,Technique Leader
266498,Sreenivas,Feldmann,74777,1991-07-17,Senior Staff
266607,Tran,Hopewell,40000,1996-05-01,Engineer
266500,Hidekazu,Brickell,81812,1993-10-03,Staff
266503,Sanjeeva,VanScheik,40000,1998-04-26,Senior Engineer
266610,Giao,Gimarc,51621,1988-01-14,Senior Engineer
266615,Monique,Menhardt,99290,1990-04-02,Senior Staff
266542,Shim,Bail,76687,1985-05-29,Senior Staff
266547,Kasturi,Stassinopoulos,46279,1992-10-10,Senior Engineer
266550,Yuriy,Rouquie,69837,1994-06-29,Staff
266632,Tayeb,Suermann,58668,1987-01-24,Senior Staff
266562,Ebru,Peltason,70709,1986-10-03,Senior Engineer
266564,Nimmagadda,Swiler,44949,1991-01-13,Senior Engineer
266638,Maik,Schlumberger,55294,1995-08-16,Senior Staff
266643,Tonia,Basawa,40588,1990-04-29,Senior Engineer
266579,Rosella,Ranai,50166,1988-05-23,Senior Staff
266581,Gonzalo,Leppanen,40000,1986-11-21,Technique Leader
266647,Domenick,Moffat,71641,1988-01-26,Senior Staff
266653,Khun,Cochrane,56954,1998-01-14,Engineer
266599,Rosine,Barreiro,57370,1985-07-06,Senior Engineer
266673,Stevo,Schade,54484,1987-12-09,Senior Engineer
266708,Nahid,Ariola,40000,1993-04-12,Senior Engineer
266747,Shigenori,Bael,40000,1991-06-08,Senior Engineer
266748,Henk,Nitsch,54311,1988-07-11,Senior Engineer
266751,Dhritiman,Penz,42381,1998-09-11,Senior Staff
266759,Boriana,Slaats,52759,1998-05-26,Technique Leader
266762,Niranjan,Luon,57047,1992-01-09,Senior Engineer
266709,Moie,Potthoff,61597,1990-03-26,Technique Leader
266766,Stein,Solares,54983,1987-07-09,Senior Engineer
266715,Basil,Birnbaum,52815,1985-11-14,Senior Engineer
266773,Qingxiang,Veeraraghavan,51072,1987-06-02,Senior Engineer
266716,Bernt,Buchter,40000,1999-10-20,Technique Leader
266783,Pranjal,Barvinok,40128,1988-10-07,Senior Staff
266729,Nahid,Bellone,53915,1996-11-25,Senior Engineer
266789,Alejandro,Vesna,63048,1992-07-01,Senior Staff
266731,Hugo,Khamsi,46674,1991-07-11,Senior Engineer
266735,Adamantios,Thambidurai,40721,1987-08-30,Senior Staff
266821,Akeno,Cooke,61861,1985-04-06,Senior Staff
266741,Utz,Birnbaum,64209,1988-01-07,Senior Engineer
266827,Udi,Gronowski,40000,1994-05-26,Senior Engineer
266828,Lobel,Curless,81618,1997-08-07,Staff
266885,Shawna,Bojadziev,40565,1985-11-04,Senior Staff
266847,Noritoshi,Servieres,72936,1989-05-31,Senior Staff
266904,Shalesh,Jeong,47168,1996-11-20,Engineer
266853,Hironobu,Piancastelli,53101,1999-12-22,Engineer
266860,Miomir,Otillio,40000,1988-09-11,Senior Engineer
266866,Shounak,Lakshmanan,43013,1987-10-11,Senior Engineer
266908,Kokou,Thorensen,58992,1987-01-23,Senior Engineer
266871,Adib,Tsukune,46567,1986-09-27,Senior Engineer
266914,Sudharsan,Steenbeek,60309,1999-03-14,Senior Engineer
266922,Koldo,Erde,54172,1995-10-14,Senior Staff
266934,Guadalupe,Pavlopoulou,46090,1986-03-01,Senior Engineer
266936,Vidya,Rusterholz,52685,1988-10-31,Senior Engineer
266939,Chinhyun,Zobel,40000,1994-07-05,Senior Engineer
267032,Mani,Back,88806,1988-06-14,Senior Engineer
267046,Saeed,Kushner,47240,1985-11-01,Senior Engineer
267083,JoAnna,Knightly,40000,1998-11-16,Senior Staff
267088,Kien,Backhouse,69152,1986-07-16,Senior Staff
267094,Ymte,Kaelbling,82139,1987-07-10,Senior Staff
267104,Ronghao,Marciano,64541,1990-02-19,Senior Engineer
267109,Mohua,Kaminger,65852,1987-06-09,Senior Staff
267124,Kwangsub,Bauknecht,42867,1999-12-26,Staff
267132,Subir,Gire,53289,1994-05-09,Engineer
266945,Xiaobin,Aseltine,51419,1997-12-02,Engineer
267148,Fayez,Coors,43787,1996-04-17,Senior Engineer
267160,Alselm,Brookner,45998,1999-10-22,Engineer
266957,Susumu,Marciano,40000,1985-02-04,Senior Engineer
266959,Valery,Thiran,52974,1993-10-24,Technique Leader
266968,Hisao,Hettesheimer,40000,1992-12-11,Senior Staff
266974,Rafael,Bellone,58877,1985-02-12,Senior Engineer
267170,Tzu,Cheshire,60986,1990-05-11,Senior Staff
267178,Licheng,Sinicrope,64014,1989-08-14,Senior Engineer
267179,Shichao,Sadowski,40000,1990-09-26,Senior Engineer
266990,Renny,Skrikant,40000,1987-04-29,Senior Staff
267198,Przemyslawa,Casperson,69880,1990-10-26,Senior Staff
267012,Armond,Lodder,49569,1997-04-17,Senior Engineer
267220,Kwan,Sluis,47919,1986-10-05,Senior Engineer
267222,Atreye,Pell,40000,1998-08-13,Staff
267228,Van,Crouzet,55262,1995-02-19,Engineer
267328,Marsja,Luders,85284,1985-03-16,Senior Staff
267244,Sadegh,Reistad,64882,1987-11-26,Senior Engineer
267246,Leif,Valiente,46225,1986-06-28,Senior Engineer
267249,Ziya,Range,49634,1986-06-04,Senior Staff
267257,Somnath,Sidhu,93465,1989-10-17,Senior Staff
267259,Takahito,Skafidas,81786,1985-11-23,Senior Staff
267344,Otmar,Ghemri,47601,1994-12-18,Staff
267274,Munehiko,Kornyak,62122,1988-08-14,Senior Staff
267280,Josyula,Fraisse,40016,1989-12-06,Senior Staff
267282,Guttorm,Szmurlo,53228,1985-05-10,Technique Leader
267287,Samphel,Swen,53747,1987-06-27,Engineer
267356,JoAnne,Sury,63968,1986-05-09,Senior Engineer
267295,Guiseppe,Fujisaki,78325,1997-09-02,Staff
267299,Ennio,Bisiani,51944,1998-02-05,Engineer
267300,Ugo,Panienski,54400,1987-05-27,Senior Engineer
267301,Irene,Antonakopoulos,40000,1986-09-28,Senior Engineer
267362,Bluma,Impagliazzo,74267,1988-06-11,Senior Engineer
267375,Koichi,Birdsall,67951,1987-06-03,Senior Staff
267376,Randi,Peck,40577,1985-10-07,Senior Engineer
267378,Tiina,Kawashimo,58504,1988-08-30,Senior Staff
267383,Anyuan,Verhoeff,50504,1987-06-06,Senior Staff
267460,Surveyors,Mukaidono,40000,1993-01-08,Senior Staff
267386,DAIDA,Sichman,53583,1985-09-01,Senior Engineer
267467,Billur,Ramsak,72373,1995-12-29,Staff
267387,Mohammad,Ghemri,40000,1986-01-02,Senior Engineer
267480,Xiaoqiu,Koshiba,40000,1985-12-01,Senior Engineer
267393,Hironobu,Makinen,63053,1995-12-05,Staff
267485,Valery,Tsunoo,40000,1993-10-13,Technique Leader
267411,Gio,Aloia,62412,1985-04-04,Technique Leader
267507,Peer,Riexinger,40000,1993-04-26,Senior Staff
267508,Otmar,Glowinski,52131,1992-11-16,Senior Engineer
267425,Saniya,Khalil,56769,1987-01-15,Senior Engineer
267527,Serenella,Comte,40000,1991-09-28,Senior Engineer
267534,Teruyuki,Walstra,40000,1996-10-23,Engineer
267452,Hitofumi,Goldhammer,58479,1989-12-02,Senior Engineer
267535,Mototsugu,Maierhofer,40000,1998-08-27,Engineer
267540,Danny,Sabnani,45137,1986-04-06,Senior Staff
267544,Ingmar,Honglei,40000,1985-03-08,Senior Engineer
267556,Gita,Molenaar,42755,1991-09-03,Senior Engineer
267599,Youjian,Niizuma,40098,1986-04-17,Senior Engineer
267575,Lalit,Falster,40000,1985-09-30,Senior Engineer
267610,Rance,Zyda,43709,1991-12-31,Senior Staff
267663,Kirk,Bellmore,69333,1987-01-31,Senior Engineer
267750,Sahrah,Suppi,62187,1987-09-04,Senior Engineer
267752,Siddarth,Oxenboll,40000,1987-11-14,Senior Staff
267682,Baoqiu,dAstous,40000,1986-06-07,Senior Staff
267768,Francesca,Vigier,65660,1988-07-16,Senior Engineer
267781,Nathan,Bade,63900,1986-04-19,Senior Staff
267688,Woody,Poujol,54399,1985-09-09,Senior Staff
267793,Guther,Heydon,52454,1997-05-18,Engineer
267692,Vishu,Spelt,50716,1986-05-20,Senior Staff
267796,Moie,Coors,48492,1994-09-27,Engineer
267702,Gritta,Tzvieli,73724,1997-09-21,Staff
267807,Weiye,Harnett,76663,1986-10-19,Senior Staff
267703,Shushma,Versino,76048,1986-12-22,Senior Engineer
267706,Miomir,Rusterholz,62086,1987-12-18,Senior Staff
267825,Radoslaw,Karner,49240,1987-07-18,Senior Engineer
267707,Tze,Giveon,40000,1995-11-07,Senior Engineer
267840,Jianhui,Benzaken,55501,1991-01-31,Senior Engineer
267710,Sanjoy,Baer,40000,1998-06-27,Engineer
267841,Shaw,Magalhaes,58754,1988-03-15,Senior Staff
267716,Sanjoy,Sidhu,66533,1988-02-05,Senior Staff
267851,Visit,Stasinski,40000,1999-03-05,Technique Leader
267854,Remko,Meszaros,78297,1987-11-24,Senior Staff
267722,Baruch,Cangellaris,82434,1998-03-11,Staff
267725,Kolar,Fasbender,51608,1988-12-23,Senior Staff
267870,Genevieve,Silva,60617,1987-06-05,Senior Staff
268022,Froduald,Gyorkos,54255,1999-06-13,Staff
268054,Tonia,Demos,58603,1987-09-11,Senior Engineer
267891,Rafail,Rajala,51188,1988-10-14,Technique Leader
268055,Shahid,Kornyak,54106,1985-05-18,Senior Staff
268056,Lucian,Speek,40000,1988-11-15,Senior Engineer
268075,Jongsuk,Harllee,49534,1985-06-08,Senior Staff
267904,Suebskul,Rande,52749,1999-11-30,Assistant Engineer
268079,Toshimori,Papsdorf,53876,1987-03-12,Senior Engineer
267923,Valter,Karnin,55600,1986-06-19,Senior Staff
267924,Bernardo,Munos,62436,1994-06-19,Senior Staff
268088,Joydip,Biros,52044,1994-08-10,Senior Staff
267932,Paraskevi,Zaiane,81127,1988-02-03,Senior Staff
268108,Yonghong,Nitsche,40000,1987-09-02,Senior Engineer
267945,Along,Remmele,55982,1985-02-08,Senior Engineer
267946,Candida,Nyanchama,64658,1987-03-10,Senior Staff
267952,Boriana,Fandrianto,61855,1995-01-11,Staff
268138,Changho,Miara,79907,1988-01-27,Senior Staff
267971,Gad,Rodiger,48171,1985-09-28,Senior Staff
267993,Kerryn,Zwicker,70536,1987-05-20,Senior Engineer
268009,Yolla,Quadeer,52608,1985-12-07,Senior Engineer
268012,Rafail,Fasbender,40000,1999-04-30,Engineer
268014,Hitomi,Rosca,44919,1996-07-04,Senior Engineer
268015,Rajmohan,Waterhouse,40000,1998-11-01,Engineer
268164,Shahaf,Sambasivam,44997,1988-09-19,Senior Staff
268179,Lansing,Ratnaker,47224,1987-09-29,Senior Staff
268180,Alois,Baca,48426,1997-02-28,Technique Leader
268189,Fox,Jumpertz,40000,1999-07-17,Senior Staff
268139,Ramachenga,Fritzsche,40000,1988-12-27,Senior Engineer
268207,Nigel,Baalen,74226,1989-07-17,Senior Staff
268211,Sverrir,Jansch,65855,1988-06-20,Senior Staff
268142,Baocai,Brendel,43715,1988-05-07,Senior Engineer
268218,Xiping,Maliniak,48377,1999-11-25,Staff
268219,Marsha,Khamsi,49072,1986-01-22,Senior Engineer
268147,Shao,Asrin,46817,1989-11-30,Engineer
268227,Arif,Showalter,52755,1988-02-18,Senior Staff
268312,Tsvetan,Kaiser,97585,1995-11-11,Engineer
268256,Marla,Gire,52785,1988-12-18,Senior Staff
268264,Joydip,Peyn,48149,1986-07-18,Senior Engineer
268313,Arlette,Showalter,71104,1993-03-13,Senior Staff
268339,Sigeru,Jonsson,53173,1992-09-25,Engineer
268281,Yaghout,Jakobus,76397,1987-08-07,Senior Staff
268294,Weiye,Ressouche,42355,1987-10-02,Senior Engineer
268355,Gregory,Petereit,72001,1987-05-20,Senior Staff
268361,Kristof,Kruskal,70267,1990-12-12,Senior Staff
268365,Hinrich,Ossenbruggen,47332,1986-10-28,Senior Staff
268447,Denis,Shackel,41004,1994-03-04,Senior Engineer
268386,Jiong,Bardell,52306,1986-02-06,Senior Engineer
268468,Seongbin,Ranze,61716,1996-03-29,Engineer
268393,Ung,Garigliano,54177,1985-05-15,Senior Staff
268403,Muzhong,Llado,48058,1991-07-27,Senior Engineer
268489,Zita,Fontan,40000,1987-09-07,Senior Staff
268492,Marie,Flowers,43829,1994-04-23,Technique Leader
268405,Keiichiro,Penz,51336,1995-08-24,Technique Leader
268494,Ramachenga,Azadmanesh,40000,1985-06-19,Senior Staff
268407,Yongdong,Madeira,48573,1989-12-20,Senior Staff
268501,Xiadong,Ariola,66515,1990-04-17,Senior Staff
268416,Mahendra,Ermel,57894,1996-05-14,Senior Staff
268513,Alenka,Macedo,52262,1986-04-26,Technique Leader
268430,Erez,Avouris,40000,1987-03-22,Senior Engineer
268527,Muzhong,Zucker,45653,1988-03-25,Senior Staff
268530,Aria,Mayerwieser,40003,1998-05-16,Engineer
268436,Phuoc,Onuegbe,40000,1993-04-11,Senior Engineer
268596,Matk,Demian,71335,1994-08-03,Senior Staff
268569,Remmert,Sifakis,94816,1993-04-26,Senior Staff
268580,Lucien,Matzov,40000,1985-09-18,Senior Engineer
268615,Lansing,Koshiba,41192,1995-07-27,Senior Staff
268620,Leszek,Kossowski,62224,1988-08-05,Senior Staff
268624,Fay,Erev,61847,1985-09-29,Senior Engineer
268740,Fumiya,Zhang,69425,1987-03-09,Senior Engineer
268742,Gianluca,Halloran,40000,1985-10-16,Senior Engineer
268633,Kshitij,Litecky,74513,1986-03-23,Technique Leader
268747,Kitty,Casperson,40000,1996-08-08,Senior Engineer
268655,Yahiko,Mandell,40000,1999-02-26,Engineer
268761,Zhanqiu,Buescher,65409,1986-01-01,Senior Staff
268778,Guadalupe,Akazan,71783,1999-06-27,Engineer
268656,Gaetan,Copas,88455,1992-11-02,Senior Staff
268659,Pradeep,Weedon,94126,1991-03-06,Senior Staff
268661,Mohammad,Zaccaria,78913,1985-05-06,Senior Staff
268665,Hyuckchul,Panwar,47624,1985-08-22,Senior Engineer
268815,Syozo,Merey,77856,1990-12-14,Senior Staff
268678,Xiaoqiang,Tsukune,46052,1987-12-08,Senior Staff
268822,Siddarth,dAstous,40000,1992-10-25,Senior Engineer
268698,Hercules,Streng,40000,1988-11-24,Senior Staff
268838,Mabry,Jumpertz,40000,1985-09-17,Senior Engineer
268848,Lene,Vandervoorde,40000,1987-06-10,Senior Engineer
268699,Nadjib,Azadmanesh,40000,1993-06-10,Senior Staff
268856,Kazuhiro,Doering,40000,1990-03-01,Senior Engineer
268859,Sailaja,Sridhar,40000,1991-10-19,Senior Engineer
268709,Arunachalam,Rassart,40000,1990-09-11,Senior Staff
268861,Duke,Ecklund,58177,1988-10-30,Senior Engineer
268862,Jianhui,Rassart,40000,1999-04-29,Staff
268863,Sanjeeva,Pleszkun,58116,1988-06-11,Senior Engineer
268864,Suzette,Vecchi,40000,1987-10-08,Senior Engineer
268867,Tetsurou,Parascandalo,40000,1994-08-07,Senior Engineer
268717,Zejun,Pettis,51315,1985-12-10,Senior Engineer
268722,Muneo,Marshall,55840,1986-07-01,Senior Engineer
268723,Aleksander,Wegerle,40000,1989-02-13,Senior Engineer
268726,Jianwen,Thummel,51939,1990-05-01,Senior Engineer
268874,Gou,Radwan,40000,1987-07-05,Senior Engineer
268880,Mary,Strooper,40000,1985-04-14,Senior Staff
268728,Jouni,Kuszyk,51539,1986-07-04,Senior Engineer
268885,Gila,Portugali,94252,1987-10-12,Senior Staff
268887,Krister,Calkin,40000,1985-11-16,Senior Engineer
269012,Ronghao,Puoti,42129,1985-02-11,Senior Engineer
268901,Zengping,Segond,83638,1993-12-25,Engineer
268911,Randi,Carrera,40000,1998-10-25,Staff
269017,Prodip,Worfolk,51175,1991-01-01,Senior Engineer
268919,Shay,Rosin,60234,1988-08-18,Senior Engineer
268922,Eishiro,Bonifati,65189,1989-11-05,Senior Staff
269022,Masoud,Gunderson,40000,1987-08-21,Senior Engineer
269030,Aruna,Masada,61536,1987-08-07,Senior Staff
268935,Munehiko,Gimbel,54805,1988-09-18,Senior Engineer
268941,Danny,Edelhoff,40000,1988-11-03,Senior Engineer
269039,Lenore,Alpin,50571,1999-07-22,Assistant Engineer
268957,Heather,Schapire,40000,1997-12-09,Staff
268962,Chaosheng,dAstous,43336,1989-12-03,Senior Engineer
269041,Yahiko,Picaronny,60384,1999-03-06,Assistant Engineer
268965,Kiyomitsu,Attimonelli,40000,1988-07-12,Senior Staff
268967,Tooru,Snedden,40000,1993-05-24,Technique Leader
268968,Van,Wilharm,40000,1985-06-26,Senior Engineer
268969,Lein,Kermarrec,56868,1988-01-14,Senior Staff
269049,Felicidad,Furudate,85049,1986-01-06,Senior Engineer
268981,Miomir,Schusler,77047,1996-12-06,Staff
269066,Brigham,Plavsic,40000,1989-05-10,Senior Engineer
268985,Unal,Sichman,40000,1999-04-07,Senior Engineer
268992,Basil,Genther,69353,1988-04-05,Senior Staff
269069,Vishv,Mundy,40000,1991-01-05,Senior Engineer
269008,Ranga,Emmart,52715,1988-12-24,Senior Staff
269157,Leaf,Asrin,84354,1993-07-20,Senior Staff
269161,Oksana,Feldmann,40000,1996-02-28,Senior Engineer
269180,Subir,VanScheik,51444,1994-05-22,Senior Staff
269184,King,Gonthier,53362,1986-06-27,Senior Engineer
269188,Pramod,Szilard,51090,1985-07-10,Senior Engineer
269196,Yonghoan,Schlenzig,40000,1988-02-04,Senior Staff
269197,Kiyokazu,Undy,58409,1987-04-06,Senior Engineer
269201,Houman,Thiran,85018,1988-06-13,Senior Staff
269205,Fumitake,Junet,63958,1985-09-27,Senior Staff
269216,Weijing,Zweizig,57630,1987-05-12,Senior Staff
269081,Tiina,Besancenot,53351,1985-12-18,Senior Engineer
269237,Maik,Naudin,40490,1991-06-18,Senior Staff
269252,Behnaam,Schwartzbauer,65078,1994-08-05,Staff
269107,Candida,Ritzmann,60153,1990-06-17,Senior Engineer
269268,Khatoun,Steinauer,73679,1993-09-30,Staff
269269,Leucio,Buchter,83377,1987-04-05,Senior Staff
269270,Manohar,Melton,69219,1985-04-16,Senior Staff
269271,Boaz,Zizka,71177,1987-08-05,Senior Staff
269109,Karlis,Goldhammer,77635,1985-07-01,Senior Staff
269279,Aria,Staelin,40000,1991-05-08,Engineer
269285,Hsiangchu,Falco,57550,1996-02-19,Senior Engineer
269126,Jaroslava,Rodham,40000,1994-03-21,Senior Engineer
269127,Poorav,Ishibashi,69865,1992-04-01,Senior Staff
269133,Janche,Krychniak,40000,1992-02-13,Senior Engineer
269293,Hairong,Kamber,40000,1998-06-22,Senior Engineer
269139,Jeane,Gewali,40000,1989-04-21,Senior Staff
269151,Unal,Zaumen,40000,1986-04-29,Senior Engineer
269305,Sergi,Prenel,51768,1986-07-27,Senior Engineer
269309,Hatim,Pelz,68396,1999-09-19,Engineer
269315,Geoffrey,Kleiser,40000,1986-01-12,Senior Engineer
269316,Bartek,Luby,41795,1985-07-09,Senior Engineer
269439,Kerryn,Billingsley,45999,1987-11-23,Senior Staff
269330,Mooi,Lichtner,48273,1990-08-18,Senior Staff
269331,Subhash,Itzigehl,40000,1985-06-26,Senior Engineer
269341,Aluzio,Keohane,62282,1988-03-20,Senior Engineer
269441,Pradeep,Zschoche,40000,1993-12-22,Senior Engineer
269443,Ute,Schaad,52961,1992-12-29,Engineer
269359,Branimir,Paludetto,55460,1995-07-03,Engineer
269446,Leif,Merel,43883,1994-09-12,Senior Staff
269368,Shalesh,Tasistro,40000,1986-02-21,Senior Engineer
269453,Yishai,Chaudhuri,46733,1997-03-13,Senior Staff
269381,Hugh,Peak,52255,1986-04-01,Senior Engineer
269466,Khalil,Baer,40000,1992-07-29,Senior Engineer
269385,Fay,Aumann,42307,1988-09-02,Senior Engineer
269392,Jaana,Polupanov,63360,2000-01-24,Staff
269394,Teiji,Noriega,40000,1998-07-19,Assistant Engineer
269399,Danny,Iacovou,40000,1985-03-26,Senior Engineer
269501,Udi,Delaune,49855,1988-08-25,Senior Staff
269400,Shuho,Murillo,56434,1987-06-29,Senior Engineer
269414,Izaskun,Khalil,49760,1987-07-02,Senior Engineer
269423,Sajjad,Kolinko,57921,1990-06-04,Senior Engineer
269427,Poorav,Stille,40000,1987-05-05,Senior Engineer
269505,Erzsebet,Basawa,51237,1986-04-07,Senior Engineer
269556,Indrajit,Lodder,40000,1998-04-07,Senior Staff
269581,Tonny,Hasenauer,53895,1985-12-03,Senior Staff
269583,Mori,Mattern,49398,1995-11-10,Staff
269565,Maik,Rosar,52351,1988-05-13,Technique Leader
269587,Visit,Hedayat,40000,1986-12-12,Senior Staff
269592,Kauko,Argence,40000,1996-02-22,Engineer
